Reference area,Sex,Occupation,Time,U.S. dollars
Lao People's Democratic Republic,Male,2. Professionals,2017,311
Lao People's Democratic Republic,Male,3. Technicians and associate professionals,2017,300
Lao People's Democratic Republic,Male,4. Clerical support workers,2017,280
Lao People's Democratic Republic,Male,5. Service and sales workers,2017,222
Lao People's Democratic Republic,Male,"6. Skilled agricultural, forestry and fishery workers",2017,291
Lao People's Democratic Republic,Male,7. Craft and related trades workers,2017,312
Lao People's Democratic Republic,Male,"8. Plant and machine operators, and assemblers",2017,284
Lao People's Democratic Republic,Male,9. Elementary occupations,2017,287
Lao People's Democratic Republic,Male,0. Armed forces occupations,2017,237
Lao People's Democratic Republic,Male,X. Not elsewhere classified,2017,273
Lao People's Democratic Republic,Female,Total,2017,287
Lao People's Democratic Republic,Female,1. Managers,2017,377
Lao People's Democratic Republic,Female,2. Professionals,2017,262
Lao People's Democratic Republic,Female,3. Technicians and associate professionals,2017,273
Lao People's Democratic Republic,Female,4. Clerical support workers,2017,272
Lao People's Democratic Republic,Female,5. Service and sales workers,2017,462
Lao People's Democratic Republic,Female,"6. Skilled agricultural, forestry and fishery workers",2017,284
Lao People's Democratic Republic,Female,7. Craft and related trades workers,2017,182
Lao People's Democratic Republic,Female,"8. Plant and machine operators, and assemblers",2017,193
Lao People's Democratic Republic,Female,9. Elementary occupations,2017,254
Lao People's Democratic Republic,Female,0. Armed forces occupations,2017,201
Latvia,Total,Total,2010,833
Latvia,Total,1. Managers,2010,1449
Latvia,Total,2. Professionals,2010,1069
Latvia,Total,3. Technicians and associate professionals,2010,973
Latvia,Total,4. Clerical support workers,2010,728
Latvia,Total,5. Service and sales workers,2010,546
Latvia,Total,"6. Skilled agricultural, forestry and fishery workers",2010,599
Latvia,Total,7. Craft and related trades workers,2010,699
Latvia,Total,"8. Plant and machine operators, and assemblers",2010,742
Latvia,Total,9. Elementary occupations,2010,505
Latvia,Male,Total,2010,928
Latvia,Male,1. Managers,2010,1594
Latvia,Male,2. Professionals,2010,1359
Latvia,Male,3. Technicians and associate professionals,2010,1104
Latvia,Male,4. Clerical support workers,2010,846
Latvia,Male,5. Service and sales workers,2010,652
Latvia,Male,"6. Skilled agricultural, forestry and fishery workers",2010,695
Latvia,Male,7. Craft and related trades workers,2010,740
Latvia,Male,"8. Plant and machine operators, and assemblers",2010,765
Latvia,Male,9. Elementary occupations,2010,586
Latvia,Female,Total,2010,762
Latvia,Female,1. Managers,2010,1302
Latvia,Female,2. Professionals,2010,970
Latvia,Female,3. Technicians and associate professionals,2010,892
Latvia,Female,4. Clerical support workers,2010,696
Latvia,Female,5. Service and sales workers,2010,513
Latvia,Female,"6. Skilled agricultural, forestry and fishery workers",2010,552
Latvia,Female,7. Craft and related trades workers,2010,558
Latvia,Female,"8. Plant and machine operators, and assemblers",2010,634
Latvia,Female,9. Elementary occupations,2010,460
Latvia,Total,Total,2014,1071
Latvia,Total,1. Managers,2014,1934
Latvia,Total,2. Professionals,2014,1321
Latvia,Total,3. Technicians and associate professionals,2014,1218
Latvia,Total,4. Clerical support workers,2014,976
Latvia,Total,5. Service and sales workers,2014,704
Latvia,Total,"6. Skilled agricultural, forestry and fishery workers",2014,943
Latvia,Total,7. Craft and related trades workers,2014,966
Latvia,Total,"8. Plant and machine operators, and assemblers",2014,943
Latvia,Total,9. Elementary occupations,2014,654
Latvia,Male,Total,2014,1196
Latvia,Male,1. Managers,2014,2134
Latvia,Male,2. Professionals,2014,1722
Latvia,Male,3. Technicians and associate professionals,2014,1422
Latvia,Male,4. Clerical support workers,2014,1089
Latvia,Male,5. Service and sales workers,2014,821
Latvia,Male,"6. Skilled agricultural, forestry and fishery workers",2014,1189
Latvia,Male,7. Craft and related trades workers,2014,1028
Latvia,Male,"8. Plant and machine operators, and assemblers",2014,964
Latvia,Male,9. Elementary occupations,2014,737
Latvia,Female,Total,2014,975
Latvia,Female,1. Managers,2014,1755
Latvia,Female,2. Professionals,2014,1180
Latvia,Female,3. Technicians and associate professionals,2014,1100
Latvia,Female,4. Clerical support workers,2014,935
Latvia,Female,5. Service and sales workers,2014,671
Latvia,Female,"6. Skilled agricultural, forestry and fishery workers",2014,623
Latvia,Female,7. Craft and related trades workers,2014,725
Latvia,Female,"8. Plant and machine operators, and assemblers",2014,817
Latvia,Female,9. Elementary occupations,2014,595
Latvia,Total,Total,2018,1347
Latvia,Total,1. Managers,2018,1972
Latvia,Total,2. Professionals,2018,1780
Latvia,Total,3. Technicians and associate professionals,2018,1422
Latvia,Total,4. Clerical support workers,2018,1181
Latvia,Total,5. Service and sales workers,2018,888
Latvia,Total,"6. Skilled agricultural, forestry and fishery workers",2018,932
Latvia,Total,7. Craft and related trades workers,2018,1201
Latvia,Total,"8. Plant and machine operators, and assemblers",2018,1155
Latvia,Total,9. Elementary occupations,2018,844
Latvia,Male,Total,2018,1484
Latvia,Male,1. Managers,2018,2056
Latvia,Male,2. Professionals,2018,2214
Latvia,Male,3. Technicians and associate professionals,2018,1612
Latvia,Male,4. Clerical support workers,2018,1347
Latvia,Male,5. Service and sales workers,2018,1003
Latvia,Male,"6. Skilled agricultural, forestry and fishery workers",2018,984
Latvia,Male,7. Craft and related trades workers,2018,1267
Latvia,Male,"8. Plant and machine operators, and assemblers",2018,1186
Latvia,Male,9. Elementary occupations,2018,974
Latvia,Male,0. Armed forces occupations,2018,905
Latvia,Female,Total,2018,1220
Latvia,Female,1. Managers,2018,1866
Latvia,Female,2. Professionals,2018,1554
Latvia,Female,3. Technicians and associate professionals,2018,1298
Latvia,Female,4. Clerical support workers,2018,1114
Latvia,Female,5. Service and sales workers,2018,844
Latvia,Female,"6. Skilled agricultural, forestry and fishery workers",2018,890
Latvia,Female,7. Craft and related trades workers,2018,925
Latvia,Female,"8. Plant and machine operators, and assemblers",2018,948
Latvia,Female,9. Elementary occupations,2018,732
Lebanon,Total,Total,2019,780
Lebanon,Total,1. Managers,2019,1700
Lebanon,Total,2. Professionals,2019,1103
Lebanon,Total,3. Technicians and associate professionals,2019,970
Lebanon,Total,4. Clerical support workers,2019,857
Lebanon,Total,5. Service and sales workers,2019,672
Lebanon,Total,"6. Skilled agricultural, forestry and fishery workers",2019,430
Lebanon,Total,7. Craft and related trades workers,2019,575
Lebanon,Total,"8. Plant and machine operators, and assemblers",2019,632
Lebanon,Total,9. Elementary occupations,2019,426
Lebanon,Total,0. Armed forces occupations,2019,1008
Lebanon,Male,Total,2019,770
Lebanon,Male,1. Managers,2019,1837
Lebanon,Male,2. Professionals,2019,1360
Lebanon,Male,3. Technicians and associate professionals,2019,1076
Lebanon,Male,4. Clerical support workers,2019,886
Lebanon,Male,5. Service and sales workers,2019,702
Lebanon,Male,"6. Skilled agricultural, forestry and fishery workers",2019,450
Lebanon,Male,7. Craft and related trades workers,2019,577
Lebanon,Male,"8. Plant and machine operators, and assemblers",2019,641
Lebanon,Male,9. Elementary occupations,2019,439
Lebanon,Male,0. Armed forces occupations,2019,1013
Lebanon,Female,Total,2019,806
Lebanon,Female,1. Managers,2019,1506
Lebanon,Female,2. Professionals,2019,970
Lebanon,Female,3. Technicians and associate professionals,2019,853
Lebanon,Female,4. Clerical support workers,2019,825
Lebanon,Female,5. Service and sales workers,2019,589
Lebanon,Female,"6. Skilled agricultural, forestry and fishery workers",2019,229
Lebanon,Female,7. Craft and related trades workers,2019,539
Lebanon,Female,"8. Plant and machine operators, and assemblers",2019,407
Lebanon,Female,9. Elementary occupations,2019,377
Lebanon,Female,0. Armed forces occupations,2019,897
Lesotho,Total,Total,2019,232
Lesotho,Total,1. Managers,2019,558
Lesotho,Total,2. Professionals,2019,637
Lesotho,Total,3. Technicians and associate professionals,2019,449
Lesotho,Total,4. Clerical support workers,2019,316
Lesotho,Total,5. Service and sales workers,2019,199
Lesotho,Total,"6. Skilled agricultural, forestry and fishery workers",2019,149
Lesotho,Total,7. Craft and related trades workers,2019,188
Lesotho,Total,"8. Plant and machine operators, and assemblers",2019,216
Lesotho,Total,9. Elementary occupations,2019,119
Lesotho,Total,0. Armed forces occupations,2019,519
Lesotho,Male,Total,2019,250
Lesotho,Male,1. Managers,2019,481
Lesotho,Male,2. Professionals,2019,745
Lesotho,Male,3. Technicians and associate professionals,2019,549
Lesotho,Male,4. Clerical support workers,2019,384
Lesotho,Male,5. Service and sales workers,2019,240
Lesotho,Male,"6. Skilled agricultural, forestry and fishery workers",2019,152
Lesotho,Male,7. Craft and related trades workers,2019,217
Lesotho,Male,"8. Plant and machine operators, and assemblers",2019,280
Lesotho,Male,9. Elementary occupations,2019,129
Lesotho,Male,0. Armed forces occupations,2019,526
Lesotho,Female,Total,2019,212
Lesotho,Female,1. Managers,2019,670
Lesotho,Female,2. Professionals,2019,580
Lesotho,Female,3. Technicians and associate professionals,2019,365
Lesotho,Female,4. Clerical support workers,2019,279
Lesotho,Female,5. Service and sales workers,2019,152
Lesotho,Female,7. Craft and related trades workers,2019,131
Lesotho,Female,"8. Plant and machine operators, and assemblers",2019,143
Lesotho,Female,9. Elementary occupations,2019,110
Lesotho,Female,0. Armed forces occupations,2019,481
Liberia,Total,Total,2010,333
Liberia,Total,1. Managers,2010,689
Liberia,Total,2. Professionals,2010,292
Liberia,Total,3. Technicians and associate professionals,2010,357
Liberia,Total,4. Clerical support workers,2010,245
Liberia,Total,5. Service and sales workers,2010,400
Liberia,Total,"6. Skilled agricultural, forestry and fishery workers",2010,208
Liberia,Total,7. Craft and related trades workers,2010,297
Liberia,Total,"8. Plant and machine operators, and assemblers",2010,214
Liberia,Total,9. Elementary occupations,2010,460
Liberia,Total,0. Armed forces occupations,2010,100
Liberia,Total,X. Not elsewhere classified,2010,120
Liberia,Male,Total,2010,328
Liberia,Male,1. Managers,2010,828
Liberia,Male,2. Professionals,2010,293
Liberia,Male,3. Technicians and associate professionals,2010,410
Liberia,Male,4. Clerical support workers,2010,289
Liberia,Male,5. Service and sales workers,2010,387
Liberia,Male,"6. Skilled agricultural, forestry and fishery workers",2010,210
Liberia,Male,7. Craft and related trades workers,2010,316
Liberia,Male,"8. Plant and machine operators, and assemblers",2010,217
Liberia,Male,9. Elementary occupations,2010,304
Liberia,Male,0. Armed forces occupations,2010,100
Liberia,Male,X. Not elsewhere classified,2010,128
Liberia,Female,Total,2010,349
Liberia,Female,1. Managers,2010,182
Liberia,Female,2. Professionals,2010,289
Liberia,Female,3. Technicians and associate professionals,2010,258
Liberia,Female,4. Clerical support workers,2010,99
Liberia,Female,5. Service and sales workers,2010,445
Liberia,Female,"6. Skilled agricultural, forestry and fishery workers",2010,187
Liberia,Female,7. Craft and related trades workers,2010,195
Liberia,Female,"8. Plant and machine operators, and assemblers",2010,182
Liberia,Female,9. Elementary occupations,2010,757
Liberia,Female,X. Not elsewhere classified,2010,102
Liberia,Total,Total,2017,18618
Liberia,Total,1. Managers,2017,43073
Liberia,Total,2. Professionals,2017,8783
Liberia,Total,3. Technicians and associate professionals,2017,1072
Liberia,Total,4. Clerical support workers,2017,1895
Liberia,Total,5. Service and sales workers,2017,1373
Liberia,Total,"6. Skilled agricultural, forestry and fishery workers",2017,380
Liberia,Total,7. Craft and related trades workers,2017,1382
Liberia,Total,"8. Plant and machine operators, and assemblers",2017,1419
Liberia,Total,9. Elementary occupations,2017,131633
Liberia,Total,0. Armed forces occupations,2017,50
Liberia,Total,X. Not elsewhere classified,2017,907
Liberia,Male,Total,2017,21791
Liberia,Male,1. Managers,2017,53199
Liberia,Male,2. Professionals,2017,4010
Liberia,Male,3. Technicians and associate professionals,2017,1018
Liberia,Male,4. Clerical support workers,2017,2514
Liberia,Male,5. Service and sales workers,2017,1435
Liberia,Male,"6. Skilled agricultural, forestry and fishery workers",2017,110
Liberia,Male,7. Craft and related trades workers,2017,1434
Liberia,Male,"8. Plant and machine operators, and assemblers",2017,1499
Liberia,Male,9. Elementary occupations,2017,150728
Liberia,Male,0. Armed forces occupations,2017,50
Liberia,Male,X. Not elsewhere classified,2017,730
Liberia,Female,Total,2017,8623
Liberia,Female,1. Managers,2017,130
Liberia,Female,2. Professionals,2017,16910
Liberia,Female,3. Technicians and associate professionals,2017,1319
Liberia,Female,4. Clerical support workers,2017,477
Liberia,Female,5. Service and sales workers,2017,1199
Liberia,Female,"6. Skilled agricultural, forestry and fishery workers",2017,1351
Liberia,Female,7. Craft and related trades workers,2017,40
Liberia,Female,"8. Plant and machine operators, and assemblers",2017,157
Liberia,Female,9. Elementary occupations,2017,1868
Liberia,Female,X. Not elsewhere classified,2017,1946
