sectorID	countryCode	year	sex	monthlyEarnings
2. Professionals	NLD	2010	Male	5528
3. Technicians and associate professionals	NLD	2010	Male	4733
4. Clerical support workers	NLD	2010	Male	3680
Total	NLD	2018	Male	3609
1. Managers	NLD	2018	Male	6789
2. Professionals	NLD	2018	Male	4979
3. Technicians and associate professionals	NLD	2018	Male	4109
4. Clerical support workers	NLD	2018	Male	3187
Total	NLD	2014	Male	4429
1. Managers	NLD	2014	Male	7713
2. Professionals	NLD	2014	Male	5807
3. Technicians and associate professionals	NLD	2014	Male	5003
3. Technicians and associate professionals	NLD	2018	Female	2605
4. Clerical support workers	NLD	2018	Female	2186
5. Service and sales workers	NLD	2018	Female	1457
6. Skilled agricultural, forestry and fishery workers	NLD	2018	Female	1356
7. Craft and related trades workers	NLD	2018	Female	1723
8. Plant and machine operators, and assemblers	NLD	2018	Female	1951
9. Elementary occupations	NLD	2018	Female	1009
0. Armed forces occupations	NLD	2018	Female	3278
2. Professionals	NLD	2014	Female	4692
3. Technicians and associate professionals	NLD	2014	Female	3729
4. Clerical support workers	NLD	2014	Female	3273
6. Skilled agricultural, forestry and fishery workers	NLD	2010	Male	2673
7. Craft and related trades workers	NLD	2010	Male	3636
8. Plant and machine operators, and assemblers	NLD	2010	Male	3692
9. Elementary occupations	NLD	2010	Male	2307
Total	NLD	2010	Female	3390
1. Managers	NLD	2010	Female	4893
2. Professionals	NLD	2010	Female	4525
3. Technicians and associate professionals	NLD	2010	Female	3628
4. Clerical support workers	NLD	2010	Female	3141
5. Service and sales workers	NLD	2010	Female	2901
6. Skilled agricultural, forestry and fishery workers	NLD	2010	Female	2392
7. Craft and related trades workers	NLD	2010	Female	2677
8. Plant and machine operators, and assemblers	NLD	2010	Female	2720
9. Elementary occupations	NLD	2010	Female	2235
8. Plant and machine operators, and assemblers	NLD	2014	Male	3749
9. Elementary occupations	NLD	2014	Male	2484
Total	NLD	2014	Female	3426
1. Managers	NLD	2014	Female	5589
5. Service and sales workers	NLD	2014	Male	3032
5. Service and sales workers	NLD	2014	Female	2714
6. Skilled agricultural, forestry and fishery workers	NLD	2014	Female	2312
4. Clerical support workers	NLD	2014	Male	3778
6. Skilled agricultural, forestry and fishery workers	NLD	2014	Male	2779
7. Craft and related trades workers	NLD	2014	Male	3849
7. Craft and related trades workers	NLD	2014	Female	2705
8. Plant and machine operators, and assemblers	NLD	2014	Female	2812
9. Elementary occupations	NLD	2014	Female	2274
8. Plant and machine operators, and assemblers	NGA	2019	Female	95
6. Skilled agricultural, forestry and fishery workers	NGA	2019	Female	78
7. Craft and related trades workers	NGA	2019	Female	78
9. Elementary occupations	NGA	2019	Female	58
0. Armed forces occupations	NGA	2019	Female	138
2. Professionals	NGA	2019	Female	152
3. Technicians and associate professionals	NGA	2019	Female	142
4. Clerical support workers	NGA	2019	Female	111
5. Service and sales workers	NGA	2019	Female	72
4. Clerical support workers	NGA	2019	Male	161
5. Service and sales workers	NGA	2019	Male	97
6. Skilled agricultural, forestry and fishery workers	NGA	2019	Male	91
7. Craft and related trades workers	NGA	2019	Male	142
8. Plant and machine operators, and assemblers	NGA	2019	Male	135
9. Elementary occupations	NGA	2019	Male	100
0. Armed forces occupations	NGA	2019	Male	214
Total	NGA	2019	Female	111
1. Managers	NGA	2019	Female	97
Total	NGA	2019	Male	176
1. Managers	NGA	2019	Male	196
2. Professionals	NGA	2019	Male	238
3. Technicians and associate professionals	NGA	2019	Male	196
Total	MKD	2010	Male	677
1. Managers	MKD	2010	Male	1268
2. Professionals	MKD	2010	Male	908
3. Technicians and associate professionals	MKD	2010	Male	731
4. Clerical support workers	MKD	2010	Male	612
5. Service and sales workers	MKD	2010	Male	525
6. Skilled agricultural, forestry and fishery workers	MKD	2010	Male	448
7. Craft and related trades workers	MKD	2010	Male	459
8. Plant and machine operators, and assemblers	MKD	2010	Male	492
9. Elementary occupations	MKD	2010	Male	423
1. Managers	MKD	2014	Female	1194
2. Professionals	MKD	2014	Female	832
3. Technicians and associate professionals	MKD	2014	Female	709
4. Clerical support workers	MKD	2014	Female	582
5. Service and sales workers	MKD	2014	Female	406
7. Craft and related trades workers	MKD	2014	Female	361
8. Plant and machine operators, and assemblers	MKD	2014	Female	388
9. Elementary occupations	MKD	2014	Female	386
Total	MKD	2014	Male	684
1. Managers	MKD	2014	Male	1353
2. Professionals	MKD	2014	Male	993
3. Technicians and associate professionals	MKD	2014	Male	747
4. Clerical support workers	MKD	2014	Male	595
5. Service and sales workers	MKD	2014	Male	470
7. Craft and related trades workers	MKD	2014	Male	535
8. Plant and machine operators, and assemblers	MKD	2014	Male	513
9. Elementary occupations	MKD	2014	Male	454
Total	MKD	2014	Female	619
0. Armed forces occupations	MKD	2010	Male	798
Total	MKD	2010	Female	634
1. Managers	MKD	2010	Female	1193
2. Professionals	MKD	2010	Female	834
3. Technicians and associate professionals	MKD	2010	Female	637
4. Clerical support workers	MKD	2010	Female	623
5. Service and sales workers	MKD	2010	Female	425
6. Skilled agricultural, forestry and fishery workers	MKD	2010	Female	448
7. Craft and related trades workers	MKD	2010	Female	322
8. Plant and machine operators, and assemblers	MKD	2010	Female	328
9. Elementary occupations	MKD	2010	Female	387
0. Armed forces occupations	MKD	2010	Female	937
5. Service and sales workers	NOR	2016	Male	3980
Total	NOR	2016	Male	5531
1. Managers	NOR	2016	Male	8163
2. Professionals	NOR	2016	Male	6662
3. Technicians and associate professionals	NOR	2016	Male	6245
4. Clerical support workers	NOR	2016	Male	4464
8. Plant and machine operators, and assemblers	NOR	2016	Female	4007
6. Skilled agricultural, forestry and fishery workers	NOR	2016	Male	3964
7. Craft and related trades workers	NOR	2016	Male	4375
8. Plant and machine operators, and assemblers	NOR	2016	Male	4517
9. Elementary occupations	NOR	2016	Male	3819
Total	NOR	2016	Female	4781
1. Managers	NOR	2016	Female	6608
2. Professionals	NOR	2016	Female	5429
3. Technicians and associate professionals	NOR	2016	Female	5007
4. Clerical support workers	NOR	2016	Female	4313
5. Service and sales workers	NOR	2016	Female	3829
6. Skilled agricultural, forestry and fishery workers	NOR	2016	Female	3442
7. Craft and related trades workers	NOR	2016	Female	3813
1. Managers	NOR	2018	Female	7273
2. Professionals	NOR	2018	Female	5939
3. Technicians and associate professionals	NOR	2018	Female	5479
4. Clerical support workers	NOR	2018	Female	4707
5. Service and sales workers	NOR	2018	Female	4151
6. Skilled agricultural, forestry and fishery workers	NOR	2018	Female	3779
7. Craft and related trades workers	NOR	2018	Female	4168
8. Plant and machine operators, and assemblers	NOR	2018	Female	4375
9. Elementary occupations	NOR	2018	Female	3859
Total	NOR	2019	Male	5733
1. Managers	NOR	2019	Male	8519
2. Professionals	NOR	2019	Male	6924
3. Technicians and associate professionals	NOR	2019	Male	6490
4. Clerical support workers	NOR	2019	Male	4634
5. Service and sales workers	NOR	2019	Male	4132
6. Skilled agricultural, forestry and fishery workers	NOR	2019	Male	4202
7. Craft and related trades workers	NOR	2019	Male	4545
8. Plant and machine operators, and assemblers	NOR	2019	Male	4672
9. Elementary occupations	NOR	2019	Male	3981
Total	NOR	2019	Female	5032
1. Managers	NOR	2019	Female	6982
2. Professionals	NOR	2019	Female	5698
3. Technicians and associate professionals	NOR	2019	Female	5267
4. Clerical support workers	NOR	2019	Female	4492
5. Service and sales workers	NOR	2019	Female	3967
6. Skilled agricultural, forestry and fishery workers	NOR	2019	Female	3610
7. Craft and related trades workers	NOR	2019	Female	3982
8. Plant and machine operators, and assemblers	NOR	2019	Female	4190
9. Elementary occupations	NOR	2019	Female	3688
Total	NOR	2020	Male	5483
1. Managers	NOR	2020	Male	8094
2. Professionals	NOR	2020	Male	6549
3. Technicians and associate professionals	NOR	2020	Male	6175
4. Clerical support workers	NOR	2020	Male	4421
5. Service and sales workers	NOR	2020	Male	3954
6. Skilled agricultural, forestry and fishery workers	NOR	2020	Male	4060
7. Craft and related trades workers	NOR	2020	Male	4338
8. Plant and machine operators, and assemblers	NOR	2020	Male	4448
9. Elementary occupations	NOR	2020	Male	3825
Total	NOR	2020	Female	4799
1. Managers	NOR	2020	Female	6647
2. Professionals	NOR	2020	Female	5388
3. Technicians and associate professionals	NOR	2020	Female	5033
4. Clerical support workers	NOR	2020	Female	4297
5. Service and sales workers	NOR	2020	Female	3770
6. Skilled agricultural, forestry and fishery workers	NOR	2020	Female	3441
7. Craft and related trades workers	NOR	2020	Female	3784
8. Plant and machine operators, and assemblers	NOR	2020	Female	3961
9. Elementary occupations	NOR	2020	Female	3499
9. Elementary occupations	NOR	2016	Female	3562
Total	NOR	2017	Male	5729
1. Managers	NOR	2017	Male	8493
2. Professionals	NOR	2017	Male	6925
3. Technicians and associate professionals	NOR	2017	Male	6450
4. Clerical support workers	NOR	2017	Male	4642
5. Service and sales workers	NOR	2017	Male	4135
6. Skilled agricultural, forestry and fishery workers	NOR	2017	Male	4177
7. Craft and related trades workers	NOR	2017	Male	4554
8. Plant and machine operators, and assemblers	NOR	2017	Male	4670
9. Elementary occupations	NOR	2017	Male	3970
Total	NOR	2017	Female	4989
1. Managers	NOR	2017	Female	6898
2. Professionals	NOR	2017	Female	5671
3. Technicians and associate professionals	NOR	2017	Female	5211
4. Clerical support workers	NOR	2017	Female	4489
5. Service and sales workers	NOR	2017	Female	3981
6. Skilled agricultural, forestry and fishery workers	NOR	2017	Female	3628
7. Craft and related trades workers	NOR	2017	Female	3982
8. Plant and machine operators, and assemblers	NOR	2017	Female	4164
9. Elementary occupations	NOR	2017	Female	3690
Total	NOR	2018	Male	5991
1. Managers	NOR	2018	Male	8904
2. Professionals	NOR	2018	Male	7259
3. Technicians and associate professionals	NOR	2018	Male	6773
4. Clerical support workers	NOR	2018	Male	4855
5. Service and sales workers	NOR	2018	Male	4326
6. Skilled agricultural, forestry and fishery workers	NOR	2018	Male	4407
7. Craft and related trades workers	NOR	2018	Male	4749
8. Plant and machine operators, and assemblers	NOR	2018	Male	4887
9. Elementary occupations	NOR	2018	Male	4171
Total	NOR	2018	Female	5241
Total	NOR	2010	Male	6601
1. Managers	NOR	2010	Male	9795
2. Professionals	NOR	2010	Male	8140
3. Technicians and associate professionals	NOR	2010	Male	7280
4. Clerical support workers	NOR	2010	Male	5245
5. Service and sales workers	NOR	2010	Male	5013
7. Craft and related trades workers	NOR	2010	Male	5344
8. Plant and machine operators, and assemblers	NOR	2010	Male	5344
9. Elementary occupations	NOR	2010	Male	4633
Total	NOR	2010	Female	5758
1. Managers	NOR	2010	Female	7760
2. Professionals	NOR	2010	Female	6866
3. Technicians and associate professionals	NOR	2010	Female	5857
4. Clerical support workers	NOR	2010	Female	5079
5. Service and sales workers	NOR	2010	Female	4467
7. Craft and related trades workers	NOR	2010	Female	4914
8. Plant and machine operators, and assemblers	NOR	2010	Female	4633
9. Elementary occupations	NOR	2010	Female	4384
Total	NOR	2011	Male	7405
1. Managers	NOR	2011	Male	11098
2. Professionals	NOR	2011	Male	9207
3. Technicians and associate professionals	NOR	2011	Male	8154
4. Clerical support workers	NOR	2011	Male	5834
5. Service and sales workers	NOR	2011	Male	5603
7. Craft and related trades workers	NOR	2011	Male	5995
8. Plant and machine operators, and assemblers	NOR	2011	Male	5995
9. Elementary occupations	NOR	2011	Male	5121
Total	NOR	2011	Female	6459
1. Managers	NOR	2011	Female	8832
2. Professionals	NOR	2011	Female	7708
3. Technicians and associate professionals	NOR	2011	Female	6548
4. Clerical support workers	NOR	2011	Female	5710
5. Service and sales workers	NOR	2011	Female	4978
7. Craft and related trades workers	NOR	2011	Female	5620
8. Plant and machine operators, and assemblers	NOR	2011	Female	5246
9. Elementary occupations	NOR	2011	Female	4871
Total	NOR	2012	Male	7357
1. Managers	NOR	2012	Male	10984
2. Professionals	NOR	2012	Male	9162
3. Technicians and associate professionals	NOR	2012	Male	8148
4. Clerical support workers	NOR	2012	Male	5827
5. Service and sales workers	NOR	2012	Male	5604
7. Craft and related trades workers	NOR	2012	Male	5913
8. Plant and machine operators, and assemblers	NOR	2012	Male	5965
9. Elementary occupations	NOR	2012	Male	5088
Total	NOR	2012	Female	6498
1. Managers	NOR	2012	Female	8801
2. Professionals	NOR	2012	Female	7718
3. Technicians and associate professionals	NOR	2012	Female	6601
4. Clerical support workers	NOR	2012	Female	5707
5. Service and sales workers	NOR	2012	Female	4985
7. Craft and related trades workers	NOR	2012	Female	5518
8. Plant and machine operators, and assemblers	NOR	2012	Female	5208
9. Elementary occupations	NOR	2012	Female	4830
Total	NOR	2013	Male	7574
1. Managers	NOR	2013	Male	11353
2. Professionals	NOR	2013	Male	9379
3. Technicians and associate professionals	NOR	2013	Male	8374
4. Clerical support workers	NOR	2013	Male	5974
5. Service and sales workers	NOR	2013	Male	5736
7. Craft and related trades workers	NOR	2013	Male	6043
8. Plant and machine operators, and assemblers	NOR	2013	Male	6179
9. Elementary occupations	NOR	2013	Male	5277
Total	NOR	2013	Female	6655
1. Managers	NOR	2013	Female	9089
2. Professionals	NOR	2013	Female	7881
3. Technicians and associate professionals	NOR	2013	Female	6723
4. Clerical support workers	NOR	2013	Female	5855
5. Service and sales workers	NOR	2013	Female	5072
7. Craft and related trades workers	NOR	2013	Female	5634
8. Plant and machine operators, and assemblers	NOR	2013	Female	5379
9. Elementary occupations	NOR	2013	Female	4953
Total	NOR	2014	Male	7268
1. Managers	NOR	2014	Male	10854
2. Professionals	NOR	2014	Male	8998
3. Technicians and associate professionals	NOR	2014	Male	7998
4. Clerical support workers	NOR	2014	Male	5776
5. Service and sales workers	NOR	2014	Male	5491
7. Craft and related trades workers	NOR	2014	Male	5776
8. Plant and machine operators, and assemblers	NOR	2014	Male	5903
9. Elementary occupations	NOR	2014	Male	4983
Total	NOR	2014	Female	6427
1. Managers	NOR	2014	Female	8728
2. Professionals	NOR	2014	Female	7585
3. Technicians and associate professionals	NOR	2014	Female	6474
4. Clerical support workers	NOR	2014	Female	5618
5. Service and sales workers	NOR	2014	Female	4872
7. Craft and related trades workers	NOR	2014	Female	5395
8. Plant and machine operators, and assemblers	NOR	2014	Female	5173
9. Elementary occupations	NOR	2014	Female	4713
Total	NOR	2015	Male	5853
1. Managers	NOR	2015	Male	8581
2. Professionals	NOR	2015	Male	7205
3. Technicians and associate professionals	NOR	2015	Male	6399
4. Clerical support workers	NOR	2015	Male	4613
5. Service and sales workers	NOR	2015	Male	4402
7. Craft and related trades workers	NOR	2015	Male	4588
8. Plant and machine operators, and assemblers	NOR	2015	Male	4675
9. Elementary occupations	NOR	2015	Male	3993
Total	NOR	2015	Female	5134
1. Managers	NOR	2015	Female	6895
2. Professionals	NOR	2015	Female	6089
3. Technicians and associate professionals	NOR	2015	Female	5134
4. Clerical support workers	NOR	2015	Female	4477
5. Service and sales workers	NOR	2015	Female	3881
7. Craft and related trades workers	NOR	2015	Female	4315
8. Plant and machine operators, and assemblers	NOR	2015	Female	4105
9. Elementary occupations	NOR	2015	Female	3782
