"sectorID"	"countryName"	"year"	"sex"	"monthlyEarnings"
"9. Elementary occupations"	"Kazakhstan"	2020	"Total"	228
"X. Not elsewhere classified"	"Kazakhstan"	2020	"Total"	338
"Total"	"Kazakhstan"	2020	"Male"	590
"1. Managers"	"Kazakhstan"	2020	"Male"	1089
"2. Professionals"	"Kazakhstan"	2020	"Male"	711
"3. Technicians and associate professionals"	"Kazakhstan"	2020	"Male"	518
"4. Clerical support workers"	"Kazakhstan"	2020	"Male"	503
"5. Service and sales workers"	"Kazakhstan"	2020	"Male"	357
"6. Skilled agricultural, forestry and fishery workers"	"Kazakhstan"	2020	"Male"	314
"7. Craft and related trades workers"	"Kazakhstan"	2020	"Male"	560
"8. Plant and machine operators, and assemblers"	"Kazakhstan"	2020	"Male"	574
"9. Elementary occupations"	"Kazakhstan"	2020	"Male"	244
"X. Not elsewhere classified"	"Kazakhstan"	2020	"Male"	363
"Total"	"Kazakhstan"	2020	"Female"	442
"1. Managers"	"Kazakhstan"	2020	"Female"	757
"2. Professionals"	"Kazakhstan"	2020	"Female"	518
"3. Technicians and associate professionals"	"Kazakhstan"	2020	"Female"	395
"4. Clerical support workers"	"Kazakhstan"	2020	"Female"	376
"5. Service and sales workers"	"Kazakhstan"	2020	"Female"	312
"Total"	"Kazakhstan"	2010	"Male"	630
"4. Clerical support workers"	"Kazakhstan"	2010	"Female"	366
"5. Service and sales workers"	"Kazakhstan"	2010	"Female"	288
"6. Skilled agricultural, forestry and fishery workers"	"Kazakhstan"	2010	"Female"	202
"7. Craft and related trades workers"	"Kazakhstan"	2010	"Female"	360
"8. Plant and machine operators, and assemblers"	"Kazakhstan"	2010	"Female"	398
"1. Managers"	"Kazakhstan"	2017	"Female"	710
"2. Professionals"	"Kazakhstan"	2017	"Female"	425
"8. Plant and machine operators, and assemblers"	"Kazakhstan"	2010	"Male"	585
"9. Elementary occupations"	"Kazakhstan"	2010	"Male"	269
"Total"	"Kazakhstan"	2010	"Female"	416
"1. Managers"	"Kazakhstan"	2010	"Female"	899
"2. Professionals"	"Kazakhstan"	2010	"Female"	511
"3. Technicians and associate professionals"	"Kazakhstan"	2010	"Female"	383
"9. Elementary occupations"	"Kazakhstan"	2017	"Female"	175
"Total"	"Kazakhstan"	2018	"Total"	472
"1. Managers"	"Kazakhstan"	2018	"Total"	931
"Total"	"Kazakhstan"	2010	"Total"	416
"1. Managers"	"Kazakhstan"	2010	"Total"	947
"2. Professionals"	"Kazakhstan"	2010	"Total"	527
"3. Technicians and associate professionals"	"Kazakhstan"	2010	"Total"	426
"3. Technicians and associate professionals"	"Kazakhstan"	2017	"Female"	327
"4. Clerical support workers"	"Kazakhstan"	2017	"Female"	347
"5. Service and sales workers"	"Kazakhstan"	2017	"Female"	284
"6. Skilled agricultural, forestry and fishery workers"	"Kazakhstan"	2017	"Female"	243
"7. Craft and related trades workers"	"Kazakhstan"	2017	"Female"	349
"8. Plant and machine operators, and assemblers"	"Kazakhstan"	2017	"Female"	387
"6. Skilled agricultural, forestry and fishery workers"	"Kazakhstan"	2015	"Total"	329
"7. Craft and related trades workers"	"Kazakhstan"	2015	"Total"	599
"8. Plant and machine operators, and assemblers"	"Kazakhstan"	2015	"Total"	655
"9. Elementary occupations"	"Kazakhstan"	2015	"Total"	247
"Total"	"Kazakhstan"	2015	"Male"	684
"6. Skilled agricultural, forestry and fishery workers"	"Kazakhstan"	2010	"Total"	218
"9. Elementary occupations"	"Kazakhstan"	2010	"Female"	206
"4. Clerical support workers"	"Kazakhstan"	2010	"Total"	395
"5. Service and sales workers"	"Kazakhstan"	2010	"Total"	267
"1. Managers"	"Kazakhstan"	2015	"Total"	1354
"7. Craft and related trades workers"	"Kazakhstan"	2010	"Total"	500
"8. Plant and machine operators, and assemblers"	"Kazakhstan"	2010	"Total"	531
"9. Elementary occupations"	"Kazakhstan"	2010	"Total"	232
"5. Service and sales workers"	"Kazakhstan"	2015	"Total"	364
"2. Professionals"	"Kazakhstan"	2015	"Total"	656
"3. Technicians and associate professionals"	"Kazakhstan"	2015	"Total"	466
"Total"	"Kazakhstan"	2015	"Total"	568
"4. Clerical support workers"	"Kazakhstan"	2015	"Total"	430
"5. Service and sales workers"	"Kenya"	2019	"Total"	121
"1. Managers"	"Kenya"	2019	"Total"	574
"2. Professionals"	"Kenya"	2019	"Total"	308
"Total"	"Kenya"	2019	"Total"	137
"5. Service and sales workers"	"Kenya"	2019	"Male"	137
"6. Skilled agricultural, forestry and fishery workers"	"Kenya"	2019	"Total"	44
"3. Technicians and associate professionals"	"Kenya"	2019	"Total"	273
"4. Clerical support workers"	"Kenya"	2019	"Total"	249
"Total"	"Kenya"	2019	"Male"	144
"1. Managers"	"Kenya"	2019	"Male"	614
"2. Professionals"	"Kenya"	2019	"Male"	354
"3. Technicians and associate professionals"	"Kenya"	2019	"Male"	268
"4. Clerical support workers"	"Kenya"	2019	"Male"	264
"6. Skilled agricultural, forestry and fishery workers"	"Kenya"	2019	"Female"	26
"7. Craft and related trades workers"	"Kenya"	2019	"Female"	145
"8. Plant and machine operators, and assemblers"	"Kenya"	2019	"Female"	66
"9. Elementary occupations"	"Kenya"	2019	"Female"	38
"7. Craft and related trades workers"	"Kenya"	2019	"Total"	83
"8. Plant and machine operators, and assemblers"	"Kenya"	2019	"Total"	131
"9. Elementary occupations"	"Kenya"	2019	"Total"	47
"0. Armed forces occupations"	"Kenya"	2019	"Total"	706
"Total"	"Kenya"	2019	"Female"	124
"1. Managers"	"Kenya"	2019	"Female"	487
"2. Professionals"	"Kenya"	2019	"Female"	265
"3. Technicians and associate professionals"	"Kenya"	2019	"Female"	292
"4. Clerical support workers"	"Kenya"	2019	"Female"	233
"5. Service and sales workers"	"Kenya"	2019	"Female"	104
"8. Plant and machine operators, and assemblers"	"Kenya"	2019	"Male"	135
"9. Elementary occupations"	"Kenya"	2019	"Male"	53
"6. Skilled agricultural, forestry and fishery workers"	"Kenya"	2019	"Male"	58
"0. Armed forces occupations"	"Kenya"	2019	"Female"	1304
"7. Craft and related trades workers"	"Kenya"	2019	"Male"	77
"0. Armed forces occupations"	"Kenya"	2019	"Male"	554
"1. Managers"	"Kiribati"	2019	"Male"	453
"4. Clerical support workers"	"Kiribati"	2019	"Total"	296
"Total"	"Kiribati"	2019	"Male"	381
"6. Skilled agricultural, forestry and fishery workers"	"Kiribati"	2019	"Total"	783
"7. Craft and related trades workers"	"Kiribati"	2019	"Total"	273
"8. Plant and machine operators, and assemblers"	"Kiribati"	2019	"Total"	380
"5. Service and sales workers"	"Kiribati"	2019	"Total"	220
"2. Professionals"	"Kiribati"	2019	"Female"	304
"3. Technicians and associate professionals"	"Kiribati"	2019	"Female"	427
"2. Professionals"	"Kiribati"	2019	"Male"	389
"9. Elementary occupations"	"Kiribati"	2019	"Total"	317
"Total"	"Kiribati"	2019	"Total"	347
"1. Managers"	"Kiribati"	2019	"Total"	446
"2. Professionals"	"Kiribati"	2019	"Total"	331
"3. Technicians and associate professionals"	"Kiribati"	2019	"Total"	398
"7. Craft and related trades workers"	"Kiribati"	2019	"Male"	302
"8. Plant and machine operators, and assemblers"	"Kiribati"	2019	"Male"	384
"9. Elementary occupations"	"Kiribati"	2019	"Male"	321
"Total"	"Kiribati"	2019	"Female"	291
"1. Managers"	"Kiribati"	2019	"Female"	432
"3. Technicians and associate professionals"	"Kiribati"	2019	"Male"	382
"4. Clerical support workers"	"Kiribati"	2019	"Male"	238
"5. Service and sales workers"	"Kiribati"	2019	"Male"	232
"4. Clerical support workers"	"Kiribati"	2019	"Female"	309
"9. Elementary occupations"	"Kiribati"	2019	"Female"	275
"5. Service and sales workers"	"Kiribati"	2019	"Female"	208
"6. Skilled agricultural, forestry and fishery workers"	"Kiribati"	2019	"Female"	467
"6. Skilled agricultural, forestry and fishery workers"	"Kiribati"	2019	"Male"	809
"7. Craft and related trades workers"	"Kiribati"	2019	"Female"	208
"X. Not elsewhere classified"	"Korea, Republic of"	2012	"Total"	3100
"Total"	"Korea, Republic of"	2012	"Male"	3022
"1. Managers"	"Korea, Republic of"	2012	"Male"	5428
"5. Service and sales workers"	"Korea, Republic of"	2012	"Total"	2108
"6. Skilled agricultural, forestry and fishery workers"	"Korea, Republic of"	2012	"Total"	2039
"7. Craft and related trades workers"	"Korea, Republic of"	2012	"Total"	2403
"8. Plant and machine operators, and assemblers"	"Korea, Republic of"	2012	"Total"	2405
"9. Elementary occupations"	"Korea, Republic of"	2012	"Total"	1442
"9. Elementary occupations"	"Korea, Republic of"	2010	"Total"	1309
"X. Not elsewhere classified"	"Korea, Republic of"	2010	"Total"	2838
"Total"	"Korea, Republic of"	2010	"Male"	2733
"4. Clerical support workers"	"Korea, Republic of"	2012	"Male"	3446
"8. Plant and machine operators, and assemblers"	"Korea, Republic of"	2010	"Male"	2202
"9. Elementary occupations"	"Korea, Republic of"	2010	"Male"	1469
"X. Not elsewhere classified"	"Korea, Republic of"	2010	"Male"	3299
"Total"	"Korea, Republic of"	2010	"Female"	1746
"1. Managers"	"Korea, Republic of"	2010	"Female"	3597
"4. Clerical support workers"	"Korea, Republic of"	2010	"Female"	1862
"5. Service and sales workers"	"Korea, Republic of"	2010	"Female"	1448
"6. Skilled agricultural, forestry and fishery workers"	"Korea, Republic of"	2010	"Female"	1150
"1. Managers"	"Korea, Republic of"	2010	"Male"	4676
"4. Clerical support workers"	"Korea, Republic of"	2010	"Male"	3034
"5. Service and sales workers"	"Korea, Republic of"	2010	"Male"	2537
"6. Skilled agricultural, forestry and fishery workers"	"Korea, Republic of"	2010	"Male"	2047
"7. Craft and related trades workers"	"Korea, Republic of"	2010	"Male"	2310
"1. Managers"	"Korea, Republic of"	2011	"Total"	5270
"4. Clerical support workers"	"Korea, Republic of"	2011	"Total"	2858
"5. Service and sales workers"	"Korea, Republic of"	2011	"Total"	2181
"6. Skilled agricultural, forestry and fishery workers"	"Korea, Republic of"	2011	"Total"	2037
"7. Craft and related trades workers"	"Korea, Republic of"	2011	"Total"	2385
"8. Plant and machine operators, and assemblers"	"Korea, Republic of"	2011	"Total"	2394
"9. Elementary occupations"	"Korea, Republic of"	2011	"Total"	1460
"X. Not elsewhere classified"	"Korea, Republic of"	2011	"Total"	3069
"7. Craft and related trades workers"	"Korea, Republic of"	2010	"Female"	1285
"8. Plant and machine operators, and assemblers"	"Korea, Republic of"	2010	"Female"	1485
"9. Elementary occupations"	"Korea, Republic of"	2010	"Female"	1083
"X. Not elsewhere classified"	"Korea, Republic of"	2010	"Female"	2034
"Total"	"Korea, Republic of"	2011	"Total"	2631
"7. Craft and related trades workers"	"Korea, Republic of"	2011	"Male"	2519
"8. Plant and machine operators, and assemblers"	"Korea, Republic of"	2011	"Male"	2528
"9. Elementary occupations"	"Korea, Republic of"	2011	"Male"	1647
"X. Not elsewhere classified"	"Korea, Republic of"	2011	"Male"	3588
"Total"	"Korea, Republic of"	2011	"Female"	1914
"1. Managers"	"Korea, Republic of"	2011	"Female"	4019
"4. Clerical support workers"	"Korea, Republic of"	2011	"Female"	2112
"5. Service and sales workers"	"Korea, Republic of"	2011	"Female"	1575
"6. Skilled agricultural, forestry and fishery workers"	"Korea, Republic of"	2011	"Female"	1520
"7. Craft and related trades workers"	"Korea, Republic of"	2011	"Female"	1393
"8. Plant and machine operators, and assemblers"	"Korea, Republic of"	2011	"Female"	1751
"9. Elementary occupations"	"Korea, Republic of"	2011	"Female"	1211
"X. Not elsewhere classified"	"Korea, Republic of"	2011	"Female"	2221
"Total"	"Korea, Republic of"	2012	"Total"	2661
"1. Managers"	"Korea, Republic of"	2012	"Total"	5304
"4. Clerical support workers"	"Korea, Republic of"	2012	"Total"	2943
"7. Craft and related trades workers"	"Korea, Republic of"	2016	"Male"	2798
"8. Plant and machine operators, and assemblers"	"Korea, Republic of"	2016	"Male"	2683
"9. Elementary occupations"	"Korea, Republic of"	2016	"Male"	1806
"Total"	"Korea, Republic of"	2016	"Female"	2115
"1. Managers"	"Korea, Republic of"	2016	"Female"	5885
"2. Professionals"	"Korea, Republic of"	2016	"Female"	2371
"4. Clerical support workers"	"Korea, Republic of"	2016	"Female"	2413
"5. Service and sales workers"	"Korea, Republic of"	2016	"Female"	1511
"6. Skilled agricultural, forestry and fishery workers"	"Korea, Republic of"	2016	"Female"	1751
"7. Craft and related trades workers"	"Korea, Republic of"	2016	"Female"	1696
"5. Service and sales workers"	"Korea, Republic of"	2012	"Male"	2632
"6. Skilled agricultural, forestry and fishery workers"	"Korea, Republic of"	2012	"Male"	2104
"7. Craft and related trades workers"	"Korea, Republic of"	2012	"Male"	2548
"8. Plant and machine operators, and assemblers"	"Korea, Republic of"	2012	"Male"	2552
"9. Elementary occupations"	"Korea, Republic of"	2012	"Male"	1616
"X. Not elsewhere classified"	"Korea, Republic of"	2012	"Male"	3594
"Total"	"Korea, Republic of"	2012	"Female"	1957
"1. Managers"	"Korea, Republic of"	2012	"Female"	3950
"4. Clerical support workers"	"Korea, Republic of"	2012	"Female"	2185
"Total"	"Korea, Republic of"	2011	"Male"	2988
"1. Managers"	"Korea, Republic of"	2011	"Male"	5384
"4. Clerical support workers"	"Korea, Republic of"	2011	"Male"	3362
"5. Service and sales workers"	"Korea, Republic of"	2011	"Male"	2718
"6. Skilled agricultural, forestry and fishery workers"	"Korea, Republic of"	2011	"Male"	2283
"Total"	"Korea, Republic of"	2010	"Total"	2409
"1. Managers"	"Korea, Republic of"	2010	"Total"	4587
"4. Clerical support workers"	"Korea, Republic of"	2010	"Total"	2536
"5. Service and sales workers"	"Korea, Republic of"	2010	"Total"	2046
"6. Skilled agricultural, forestry and fishery workers"	"Korea, Republic of"	2010	"Total"	1881
"7. Craft and related trades workers"	"Korea, Republic of"	2010	"Total"	2169
"8. Plant and machine operators, and assemblers"	"Korea, Republic of"	2010	"Total"	2091
"1. Managers"	"Korea, Republic of"	2014	"Female"	5288
"2. Professionals"	"Korea, Republic of"	2014	"Female"	2458
"4. Clerical support workers"	"Korea, Republic of"	2014	"Female"	2538
"5. Service and sales workers"	"Korea, Republic of"	2014	"Female"	1661
"6. Skilled agricultural, forestry and fishery workers"	"Korea, Republic of"	2014	"Female"	1859
"7. Craft and related trades workers"	"Korea, Republic of"	2014	"Female"	1978
"8. Plant and machine operators, and assemblers"	"Korea, Republic of"	2014	"Female"	2429
"9. Elementary occupations"	"Korea, Republic of"	2014	"Female"	1406
"Total"	"Korea, Republic of"	2015	"Total"	2890
"1. Managers"	"Korea, Republic of"	2015	"Total"	7016
"2. Professionals"	"Korea, Republic of"	2015	"Total"	3341
"4. Clerical support workers"	"Korea, Republic of"	2015	"Total"	3213
"5. Service and sales workers"	"Korea, Republic of"	2015	"Total"	2107
"6. Skilled agricultural, forestry and fishery workers"	"Korea, Republic of"	2015	"Total"	1948
"7. Craft and related trades workers"	"Korea, Republic of"	2015	"Total"	2638
"8. Plant and machine operators, and assemblers"	"Korea, Republic of"	2015	"Total"	2569
"9. Elementary occupations"	"Korea, Republic of"	2015	"Total"	1538
"Total"	"Korea, Republic of"	2015	"Male"	3342
"1. Managers"	"Korea, Republic of"	2015	"Male"	7224
"2. Professionals"	"Korea, Republic of"	2015	"Male"	4013
"4. Clerical support workers"	"Korea, Republic of"	2015	"Male"	3799
"5. Service and sales workers"	"Korea, Republic of"	2015	"Male"	2749
"6. Skilled agricultural, forestry and fishery workers"	"Korea, Republic of"	2015	"Male"	2089
"7. Craft and related trades workers"	"Korea, Republic of"	2015	"Male"	2794
"8. Plant and machine operators, and assemblers"	"Korea, Republic of"	2015	"Male"	2673
"9. Elementary occupations"	"Korea, Republic of"	2015	"Male"	1745
"Total"	"Korea, Republic of"	2015	"Female"	2088
"1. Managers"	"Korea, Republic of"	2015	"Female"	5270
"2. Professionals"	"Korea, Republic of"	2015	"Female"	2344
"4. Clerical support workers"	"Korea, Republic of"	2015	"Female"	2407
"5. Service and sales workers"	"Korea, Republic of"	2015	"Female"	1502
"6. Skilled agricultural, forestry and fishery workers"	"Korea, Republic of"	2015	"Female"	1435
"7. Craft and related trades workers"	"Korea, Republic of"	2015	"Female"	1640
"8. Plant and machine operators, and assemblers"	"Korea, Republic of"	2015	"Female"	2082
"9. Elementary occupations"	"Korea, Republic of"	2015	"Female"	1313
"Total"	"Korea, Republic of"	2016	"Total"	2888
"1. Managers"	"Korea, Republic of"	2016	"Total"	7221
"2. Professionals"	"Korea, Republic of"	2016	"Total"	3342
"4. Clerical support workers"	"Korea, Republic of"	2016	"Total"	3186
"5. Service and sales workers"	"Korea, Republic of"	2016	"Total"	2100
"6. Skilled agricultural, forestry and fishery workers"	"Korea, Republic of"	2016	"Total"	2145
"7. Craft and related trades workers"	"Korea, Republic of"	2016	"Total"	2648
"8. Plant and machine operators, and assemblers"	"Korea, Republic of"	2016	"Total"	2591
"9. Elementary occupations"	"Korea, Republic of"	2016	"Total"	1608
"Total"	"Korea, Republic of"	2016	"Male"	3333
"1. Managers"	"Korea, Republic of"	2016	"Male"	7389
"2. Professionals"	"Korea, Republic of"	2016	"Male"	4006
"4. Clerical support workers"	"Korea, Republic of"	2016	"Male"	3767
"5. Service and sales workers"	"Korea, Republic of"	2016	"Male"	2761
"6. Skilled agricultural, forestry and fishery workers"	"Korea, Republic of"	2016	"Male"	2197
"1. Managers"	"Korea, Republic of"	2018	"Total"	8049
"2. Professionals"	"Korea, Republic of"	2018	"Total"	3716
"4. Clerical support workers"	"Korea, Republic of"	2018	"Total"	3600
"5. Service and sales workers"	"Korea, Republic of"	2018	"Total"	2367
"6. Skilled agricultural, forestry and fishery workers"	"Korea, Republic of"	2018	"Total"	2236
"7. Craft and related trades workers"	"Korea, Republic of"	2018	"Total"	2993
"8. Plant and machine operators, and assemblers"	"Korea, Republic of"	2018	"Total"	3020
"9. Elementary occupations"	"Korea, Republic of"	2018	"Total"	1944
"Total"	"Korea, Republic of"	2018	"Male"	3766
"1. Managers"	"Korea, Republic of"	2018	"Male"	8240
"8. Plant and machine operators, and assemblers"	"Korea, Republic of"	2016	"Female"	2115
"9. Elementary occupations"	"Korea, Republic of"	2016	"Female"	1387
"Total"	"Korea, Republic of"	2017	"Total"	3048
"1. Managers"	"Korea, Republic of"	2017	"Total"	7334
"2. Professionals"	"Korea, Republic of"	2017	"Total"	3506
"4. Clerical support workers"	"Korea, Republic of"	2017	"Total"	3313
"5. Service and sales workers"	"Korea, Republic of"	2017	"Total"	2214
"6. Skilled agricultural, forestry and fishery workers"	"Korea, Republic of"	2017	"Total"	2239
"7. Craft and related trades workers"	"Korea, Republic of"	2017	"Total"	2823
"8. Plant and machine operators, and assemblers"	"Korea, Republic of"	2017	"Total"	2848
"9. Elementary occupations"	"Korea, Republic of"	2017	"Total"	1772
"Total"	"Korea, Republic of"	2017	"Male"	3522
"1. Managers"	"Korea, Republic of"	2017	"Male"	7596
"2. Professionals"	"Korea, Republic of"	2017	"Male"	4187
"4. Clerical support workers"	"Korea, Republic of"	2017	"Male"	3907
"5. Service and sales workers"	"Korea, Republic of"	2017	"Male"	2934
